data_iniSE,casos_3302601,casos_3302700,casos_3303401,casos_3303500,casos_3303609,casos_3303807,casos_3303906,casos_3304003,casos_3304102,casos_3304755,casos_3304805,casos_3303856,casos_3300456,casos_3301157,casos_3300100,casos_3300159,casos_3300209,casos_3300225,casos_3300233,casos_3300258,casos_3300308,casos_3302304,casos_3302403,casos_3300506,casos_3300902,casos_3300936,casos_3300951,casos_3303203,casos_3301207,casos_3301504,casos_3301603,casos_3301801,casos_3302452,casos_3301850,casos_3301876,casos_3302056,casos_3302254,casos_3303708,casos_3302270,casos_3302502,casos_3302809,casos_3302858,casos_3303005,casos_3303955,casos_3304110,casos_3304144,casos_3304151,casos_3304904,casos_3305000,casos_3305109,casos_3305133,casos_3305208,casos_3305505,casos_3305554,casos_3305752,casos_3306008,casos_3306305,casos_3304607,casos_3304706,casos_3300407,casos_3300605,casos_3300704,casos_3300803,casos_3301009,casos_3301108,casos_3301306,casos_3301405,casos_3301702,casos_3302908,casos_3301900,casos_3302007,casos_3302106,casos_3302205,casos_3303104,casos_3303302,casos_3304128,casos_3304201,casos_3304300,casos_3304409,casos_3304508,casos_3304524,casos_3304557,casos_3305158,casos_3305307,casos_3305406,casos_3305604,casos_3305703,casos_3305802,casos_3305901,casos_3306107,casos_3306156,casos_3306206
2015-01-18,2,0,1,1,0,4,4,2,0,0,0,0,3,0,11,0,3,0,0,0,16,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,52,0,1,0,1,0,3,0,7,0,0,19,0,2,0,1,4,2,0,0,10,0,8,5,1,7,0,37,0,2,1,2,0,10,3,0,2,1,9,10,899,0,1,0,1,54,0,0,0,2,1,2,0,7,0,1
2015-01-25,2,0,2,3,0,2,0,3,0,0,0,1,1,0,14,0,2,0,1,0,18,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,52,0,0,2,0,0,7,1,6,0,0,16,0,3,0,0,2,1,0,2,21,0,4,8,5,1,0,29,0,1,0,7,0,4,2,0,3,0,7,2,848,1,0,0,1,46,0,0,0,1,0,1,0,8,0,0
2015-02-01,0,0,3,7,0,1,2,3,0,0,0,0,5,1,50,0,1,0,0,0,44,1,0,0,0,1,0,0,0,0,0,0,0,2,1,0,45,0,0,0,3,0,8,1,17,0,1,24,0,1,0,1,2,0,1,0,24,0,3,7,6,4,0,43,1,0,0,8,0,13,9,0,3,1,6,3,786,0,0,0,1,75,0,0,0,0,0,0,0,7,0,4
2015-02-08,0,0,2,4,1,1,1,7,0,0,2,0,5,0,84,0,1,0,1,0,16,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,87,1,0,1,3,0,3,3,13,2,0,22,0,6,0,0,6,0,1,0,27,0,1,10,3,1,0,37,0,2,0,8,0,8,5,0,2,0,7,5,694,0,0,0,0,52,0,0,1,0,0,0,0,11,0,5
2015-02-15,0,0,4,7,0,7,2,4,0,0,1,0,1,0,101,0,0,0,1,1,49,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,93,1,1,0,6,0,21,3,4,1,0,28,0,5,0,0,6,2,0,0,53,0,6,9,6,1,0,54,0,4,0,4,0,12,11,1,2,0,6,13,655,0,0,0,3,75,0,0,1,0,0,2,0,5,0,2
2015-02-22,3,1,3,10,1,4,2,10,0,0,2,0,0,1,213,0,0,0,1,0,101,0,0,0,0,1,0,2,0,0,0,0,0,1,0,0,102,0,0,5,12,0,12,6,41,1,0,45,0,3,0,0,5,2,0,0,55,0,6,11,4,3,0,59,0,1,2,3,0,6,7,0,4,0,11,8,754,1,0,0,2,101,0,0,1,0,0,3,0,13,0,5
2015-03-01,1,0,3,8,0,11,3,11,5,0,1,0,4,0,428,0,4,2,0,0,223,0,1,0,0,5,0,1,0,0,0,1,0,0,0,1,123,2,0,3,35,0,15,13,87,1,0,57,0,5,0,1,9,4,0,5,135,0,10,38,7,6,0,81,0,1,0,5,0,13,21,0,12,1,10,18,940,1,0,0,2,146,5,0,3,0,0,2,0,16,0,46
2015-03-08,2,2,3,22,1,16,4,14,1,0,2,1,7,2,530,0,2,10,0,0,108,0,1,0,0,3,1,0,0,0,0,4,0,0,0,4,164,2,0,1,36,3,34,22,114,2,0,71,1,4,1,2,11,9,0,14,216,0,19,28,19,11,0,100,1,2,1,4,0,18,28,0,7,1,10,23,808,0,3,0,11,209,20,0,2,0,0,5,0,13,0,111
2015-03-15,6,6,11,20,0,23,6,30,1,0,8,1,3,1,799,1,1,37,0,1,83,2,2,0,0,9,0,1,0,0,0,5,3,0,2,5,147,3,0,2,69,1,68,42,240,1,0,69,0,0,1,1,8,9,0,23,242,0,22,56,15,6,0,127,0,0,0,5,0,26,37,0,16,3,23,54,727,0,4,0,4,270,82,0,1,0,0,1,0,25,0,71
2015-03-22,4,3,8,16,7,26,14,46,0,1,7,1,3,1,454,0,0,19,0,1,214,2,7,0,1,3,0,4,0,0,0,5,1,0,0,1,156,3,0,4,74,0,59,40,242,0,0,50,1,12,0,1,26,3,0,10,298,0,19,55,7,2,0,103,1,4,0,3,0,37,36,0,26,10,30,59,581,1,8,0,11,305,54,0,3,0,0,3,0,20,0,67
2015-03-29,18,8,8,14,5,26,6,43,1,0,4,2,4,0,528,0,4,30,1,3,216,0,4,0,0,8,0,2,0,0,0,6,1,2,0,4,74,3,0,5,43,0,38,24,191,1,2,70,0,13,0,3,24,16,0,13,299,0,18,90,5,10,1,110,1,0,0,13,0,26,34,2,16,4,24,61,381,0,10,0,15,428,154,0,1,0,0,3,0,17,0,85
2015-04-05,33,4,16,27,3,52,24,43,1,0,1,0,15,1,743,0,4,33,0,0,144,0,8,3,0,6,0,5,0,0,0,5,1,5,0,10,109,3,2,6,79,2,31,33,199,1,3,86,0,7,1,1,70,8,0,9,407,0,21,131,7,9,1,139,3,3,0,9,0,28,77,0,31,33,27,122,400,0,19,1,25,701,134,0,1,1,0,0,0,33,2,79
2015-04-12,26,5,11,26,7,77,38,56,2,1,6,0,7,2,849,0,4,62,0,0,68,2,10,1,0,6,0,4,0,0,0,8,0,3,1,4,102,1,2,3,70,2,31,16,179,3,2,88,0,14,1,0,78,8,0,5,380,0,25,136,7,1,2,120,4,7,0,11,0,43,85,0,23,18,32,213,406,0,19,0,22,865,103,0,4,0,0,4,0,26,1,60
2015-04-19,19,3,10,56,4,47,18,65,2,1,1,0,6,0,492,0,4,25,1,0,117,0,19,1,1,11,0,5,0,0,0,15,6,2,0,1,119,0,2,14,70,4,20,21,155,3,0,85,2,13,2,1,73,21,1,4,354,0,25,146,5,8,1,160,1,2,4,6,0,36,79,1,4,13,15,217,452,0,9,0,33,1016,77,0,4,0,1,4,0,26,0,43
2015-04-26,24,4,10,157,2,46,29,85,1,3,2,1,17,0,652,0,14,19,8,4,155,1,44,8,0,13,0,5,1,2,0,6,3,1,1,6,111,7,2,10,29,3,36,10,174,2,3,101,1,27,3,0,69,22,1,1,383,0,30,109,10,6,1,142,1,2,4,16,3,45,90,0,44,17,23,200,360,1,22,0,35,1294,73,0,9,0,1,5,0,44,0,69
2015-05-03,19,7,24,112,6,35,23,163,1,1,2,5,19,1,657,0,15,4,6,0,112,4,48,2,0,10,0,3,1,1,0,8,2,2,0,1,85,10,2,4,14,8,33,13,137,1,0,69,1,37,4,4,72,23,1,0,341,0,59,122,9,17,1,127,1,5,0,6,0,50,24,2,89,16,35,152,257,0,31,0,39,1341,53,0,9,0,0,3,0,40,1,64
2015-05-10,22,31,23,121,8,23,25,124,2,7,25,2,32,0,705,0,12,9,2,5,60,5,38,10,2,11,0,5,1,2,0,8,3,2,2,5,66,5,1,5,24,7,31,4,119,4,9,64,0,44,5,3,124,16,0,1,232,0,88,60,36,9,1,92,0,9,0,12,0,51,30,3,111,7,23,166,194,2,26,4,56,1575,48,0,1,0,0,3,1,37,3,30
2015-05-17,8,27,27,145,1,6,11,105,3,7,18,3,19,2,334,0,10,11,4,3,30,36,62,4,0,8,0,5,0,0,1,4,1,6,1,2,46,5,3,1,29,6,20,3,56,5,4,54,3,46,2,4,131,10,0,0,163,1,56,50,11,16,0,93,1,5,0,14,0,41,21,1,156,13,30,81,130,1,24,0,61,1557,32,0,1,0,0,1,2,24,3,9
2015-05-24,15,12,17,92,3,6,16,80,1,6,11,2,18,4,301,1,10,16,3,1,39,19,60,7,1,12,0,21,0,3,1,2,0,3,0,2,31,3,0,2,3,10,10,4,26,2,3,34,0,43,2,2,77,9,0,0,141,0,41,54,36,5,1,99,1,4,1,12,0,27,31,0,92,4,13,33,99,0,9,0,68,1209,9,0,0,0,1,2,0,32,0,11
2015-05-31,2,3,11,50,4,11,27,32,1,15,13,0,10,1,191,0,14,46,5,0,44,5,75,5,1,7,0,18,0,0,0,2,1,1,0,0,28,0,2,12,4,6,4,0,24,5,3,32,1,39,9,1,66,5,0,0,82,1,33,49,15,5,1,117,1,1,1,30,0,24,25,0,126,12,12,60,93,0,6,1,76,1035,15,0,1,0,0,0,0,14,1,8
2015-06-07,2,6,14,60,0,0,24,34,1,29,8,1,14,0,209,0,9,13,5,1,21,9,81,1,0,6,0,7,1,0,0,0,0,0,1,1,14,7,2,2,7,3,5,2,21,0,0,25,1,38,7,0,85,6,0,1,67,0,35,31,12,4,2,113,0,11,0,33,0,27,39,2,102,14,14,34,85,0,3,2,57,915,2,0,1,0,1,2,0,15,1,7
2015-06-14,8,6,12,54,0,6,13,9,0,9,4,1,14,1,135,0,16,28,1,3,3,1,78,0,2,2,0,4,0,1,0,0,0,1,2,0,13,3,2,2,1,2,3,0,20,1,2,36,0,14,1,0,64,8,0,2,48,0,43,20,13,6,2,129,0,9,0,29,0,13,21,1,72,33,11,9,43,1,6,0,78,907,4,0,1,0,1,0,0,12,0,4
2015-06-21,1,2,5,42,0,1,4,5,0,15,15,0,12,0,90,0,9,11,4,3,2,0,47,0,0,1,0,4,0,0,0,0,0,0,0,0,13,0,4,0,1,2,1,1,12,0,4,22,1,24,3,2,53,2,0,0,14,0,11,7,14,14,0,143,0,10,0,18,0,10,20,0,53,16,8,14,33,0,0,1,63,553,9,0,3,4,0,0,0,7,3,2
2015-06-28,7,3,3,37,1,0,0,3,1,16,7,0,9,0,80,2,11,1,2,2,2,1,48,0,0,6,0,2,0,0,0,0,0,4,0,4,8,0,1,1,2,1,0,0,6,0,2,19,1,27,0,0,43,4,0,0,5,0,20,7,23,2,0,134,0,11,0,8,0,15,13,0,73,17,6,1,25,0,1,1,42,440,2,0,1,0,0,1,0,10,0,2
2015-07-05,9,3,9,24,0,1,3,2,1,5,10,0,4,0,44,0,8,0,5,3,0,1,23,0,0,2,0,0,0,0,0,0,0,0,0,1,2,1,0,1,2,3,0,0,5,1,1,9,2,7,3,1,27,8,0,0,10,0,17,1,25,3,0,151,0,8,0,14,0,10,14,0,87,15,2,0,9,2,1,0,56,433,0,0,1,0,0,0,0,6,0,2
2015-07-12,6,1,9,11,0,1,2,6,0,4,11,0,9,1,27,0,5,0,1,0,0,1,22,0,0,3,0,0,0,0,0,0,0,0,3,1,4,1,0,3,0,0,0,0,3,0,2,21,1,12,0,1,31,2,0,0,13,0,17,2,7,3,0,196,0,9,0,14,0,10,8,0,66,30,4,1,8,0,0,0,59,316,0,0,1,0,0,1,0,3,0,1
2015-07-19,9,2,5,20,0,0,2,2,0,10,3,0,5,0,15,0,5,0,0,0,0,0,31,0,0,3,0,4,0,0,0,0,0,1,3,1,1,1,1,1,0,2,0,1,2,1,5,13,4,19,4,0,35,3,0,0,7,0,15,1,6,3,0,195,0,8,1,18,0,4,8,0,53,40,5,0,9,0,0,0,48,301,0,0,0,0,0,0,0,1,1,0
2015-07-26,6,5,2,15,1,1,0,1,1,8,7,2,5,1,6,0,4,0,1,0,3,0,29,0,0,6,0,2,0,0,0,0,0,2,0,1,1,1,0,0,1,1,0,1,1,1,5,18,9,13,5,0,37,0,0,0,6,0,14,0,15,5,0,186,0,6,0,12,0,6,9,0,44,23,4,0,10,0,0,0,36,251,0,0,1,1,0,1,0,3,1,1
2015-08-02,1,2,4,10,0,0,3,3,1,8,3,0,7,1,16,0,3,1,1,0,2,0,13,0,0,10,0,3,0,0,0,0,0,0,2,2,2,0,3,1,0,2,1,0,3,1,4,19,1,20,3,1,34,0,0,0,7,0,11,1,6,1,0,177,1,7,1,3,0,5,10,0,55,24,9,0,4,0,0,0,49,246,0,0,2,0,0,1,0,3,1,2
2015-08-09,1,0,3,11,0,0,1,1,0,16,5,1,5,0,14,0,3,0,0,0,0,0,13,1,0,14,0,4,0,0,0,0,0,0,3,1,0,0,2,1,0,0,0,1,0,1,6,22,1,14,4,3,35,2,0,0,2,0,8,0,19,1,0,152,0,3,2,7,0,6,4,0,44,26,4,0,2,0,0,0,44,284,0,0,2,1,0,1,0,5,0,0
2015-08-16,1,0,1,14,0,0,0,1,0,11,4,0,6,0,21,0,7,0,0,0,0,0,14,0,2,15,0,3,0,0,0,0,0,0,3,1,0,0,1,0,0,1,0,0,0,1,4,17,0,14,4,2,23,2,0,0,3,0,3,1,9,0,0,117,0,4,0,5,0,4,3,0,29,34,5,0,5,1,0,0,39,170,1,0,0,0,0,0,0,2,1,0
2015-08-23,2,0,4,4,0,0,1,0,1,13,6,0,2,1,5,0,3,0,0,0,0,1,12,0,0,8,0,2,0,0,0,0,0,0,8,4,1,0,0,0,0,1,0,0,0,0,8,20,1,11,3,0,24,0,0,0,3,0,3,0,9,0,0,89,0,2,1,9,0,4,4,0,30,13,4,0,8,0,0,0,33,179,0,0,0,0,0,0,0,2,0,0
2015-08-30,1,0,4,8,0,0,0,1,1,12,6,0,5,2,2,0,2,0,0,0,0,1,3,0,1,7,0,2,0,0,0,0,0,0,2,5,0,0,0,0,0,0,0,0,0,0,16,12,2,6,1,0,26,0,0,0,0,0,4,0,14,0,1,97,1,4,3,4,0,3,4,0,47,7,7,0,3,0,0,0,18,141,0,0,0,0,0,0,0,4,0,0
2015-09-06,1,1,1,2,0,0,0,2,2,10,9,1,9,0,5,0,3,1,0,0,0,1,4,0,0,7,0,1,0,0,0,0,0,1,3,1,2,0,0,0,3,0,0,0,0,0,11,6,1,6,1,0,18,0,0,0,2,0,4,0,7,0,0,119,0,2,2,3,0,0,2,0,42,1,2,0,5,0,0,0,12,133,0,0,0,0,0,0,0,0,0,1
2015-09-13,1,0,2,8,0,0,1,0,1,3,5,0,4,0,3,0,3,1,0,0,0,1,5,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,2,14,2,0,0,0,35,2,0,0,1,0,6,1,8,0,0,80,0,4,2,5,0,2,5,0,45,0,9,0,10,1,0,0,10,103,0,0,0,0,0,0,0,0,0,0
2015-09-20,2,0,6,4,0,0,1,0,0,9,4,0,4,0,7,0,1,1,3,0,1,0,5,0,0,5,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,14,14,0,4,1,0,42,0,0,0,1,0,3,0,13,0,0,91,0,4,3,1,0,2,2,0,46,2,4,0,7,0,0,0,12,114,0,0,0,0,0,0,0,0,0,0
2015-09-27,2,0,3,3,0,0,0,1,2,6,8,0,3,1,4,0,4,1,0,0,1,0,8,0,0,2,0,1,0,0,0,0,0,0,0,1,2,3,1,0,0,0,0,0,1,0,8,20,1,2,3,0,29,1,0,0,3,0,4,0,17,1,0,102,0,0,3,9,0,1,5,0,32,6,7,0,12,0,0,0,15,115,0,0,0,0,0,0,0,0,0,0
2015-10-04,0,1,3,10,1,0,0,1,1,4,3,1,10,1,4,0,1,1,1,1,0,0,4,0,0,1,0,2,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,2,32,1,3,0,0,34,2,0,0,1,0,4,0,15,0,0,60,0,2,2,9,0,2,1,0,36,7,12,0,9,0,1,0,9,124,0,0,0,0,0,0,0,1,0,0
2015-10-11,0,1,8,8,0,0,0,3,2,5,6,0,3,1,2,0,4,3,0,3,0,0,2,0,0,2,0,0,1,3,0,0,0,0,0,0,3,2,1,1,0,0,0,0,0,4,2,32,0,5,2,0,34,1,0,0,5,0,9,0,23,0,0,71,0,1,1,7,0,0,0,0,26,4,7,0,13,0,0,0,17,102,0,0,0,0,0,2,0,2,0,0
2015-10-18,1,0,6,14,0,0,2,4,1,11,8,0,7,0,8,1,5,1,1,2,2,0,14,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,0,0,0,3,0,5,4,55,1,5,3,3,32,1,0,0,2,0,2,0,5,1,0,65,0,0,3,5,0,2,0,0,34,10,10,0,15,0,1,0,16,109,0,0,0,0,0,1,0,5,1,0
2015-10-25,0,0,3,18,0,0,2,2,2,5,8,0,3,1,3,3,8,6,0,2,1,0,10,0,0,5,0,0,0,0,0,0,0,0,0,0,4,0,10,1,0,3,0,0,1,0,2,41,1,1,1,3,29,0,0,0,4,0,3,2,12,0,0,45,0,1,0,3,0,1,1,0,36,8,8,0,8,0,0,0,17,112,0,0,0,0,0,1,0,0,1,0
2015-11-01,2,2,4,10,0,0,2,2,1,21,7,0,3,0,5,2,13,6,0,1,0,0,13,0,0,6,0,0,1,3,0,0,0,0,2,1,3,0,7,2,2,0,0,0,0,0,5,73,2,1,8,0,34,0,0,0,4,0,21,0,8,0,0,72,0,2,3,2,0,6,4,0,41,5,24,1,13,0,1,0,15,150,0,0,4,0,0,1,0,4,0,0
2015-11-08,8,0,5,18,0,0,0,6,4,45,3,0,10,0,8,3,11,2,0,1,2,0,14,0,0,0,0,0,0,6,0,0,0,1,2,1,7,0,6,4,0,3,1,0,0,3,3,85,1,6,6,2,24,1,0,0,7,1,37,1,14,1,0,104,0,1,1,5,0,10,2,0,45,13,22,0,18,0,0,0,24,164,0,0,10,0,0,0,0,6,1,0
2015-11-15,5,0,9,29,0,0,2,8,20,36,9,1,2,2,7,2,14,0,0,2,2,1,16,1,0,0,0,3,0,6,0,0,0,0,2,0,3,0,4,3,0,2,1,1,0,2,3,115,3,8,31,2,32,1,0,0,6,0,42,2,24,4,0,91,0,2,0,10,0,7,1,0,60,3,24,0,16,0,0,0,18,192,0,0,13,0,0,1,0,4,1,0
2015-11-22,14,2,8,69,0,0,3,10,17,8,10,0,12,0,10,2,25,3,0,3,4,0,27,1,3,0,0,2,0,1,1,0,0,0,5,0,6,0,10,3,0,3,5,3,0,4,8,221,2,14,21,3,48,3,0,1,4,0,33,1,39,1,0,146,0,1,1,13,0,21,1,2,74,16,37,0,20,0,3,0,36,207,0,0,8,0,0,0,0,6,1,2
2015-11-29,10,4,18,74,0,0,5,6,18,5,11,0,28,5,8,2,52,1,0,2,6,0,15,0,3,6,0,2,1,0,0,1,0,1,3,1,6,0,29,2,1,6,7,0,0,8,13,299,6,14,17,1,77,6,0,1,20,1,31,4,45,3,2,204,0,4,4,9,1,29,2,1,70,44,56,0,23,0,1,0,35,303,1,0,23,1,1,0,0,14,2,3
2015-12-06,10,5,25,100,0,1,5,18,49,4,22,0,25,1,7,4,79,0,0,6,5,1,17,0,1,1,0,2,2,8,0,0,0,5,9,1,5,0,25,4,1,8,6,5,2,6,9,377,6,40,16,3,149,5,0,7,8,0,56,3,67,0,2,197,2,2,4,10,0,17,4,3,152,48,56,0,68,0,3,0,18,391,0,0,17,2,0,2,0,18,2,3
2015-12-13,3,4,24,115,1,0,16,16,36,1,45,0,25,1,4,4,59,0,0,0,8,2,21,1,0,5,0,6,4,6,0,4,0,0,4,1,3,12,25,2,3,12,14,9,0,8,8,423,2,33,17,10,117,3,0,2,13,0,39,1,251,3,1,210,1,1,5,7,0,11,4,7,200,82,43,0,29,0,2,1,25,409,0,0,25,0,1,3,0,12,9,1
2015-12-20,1,1,7,101,0,0,6,22,14,2,15,0,12,2,2,0,55,0,0,4,10,1,22,0,2,0,0,5,17,33,0,1,1,2,1,0,3,0,27,2,3,12,4,13,0,5,11,215,1,39,3,6,53,4,0,5,22,0,21,0,222,2,2,146,6,3,16,7,0,6,2,1,206,84,64,0,35,0,1,0,26,279,0,3,16,1,0,3,1,2,1,1
2015-12-27,0,0,2,39,0,0,0,9,1,1,7,1,11,0,1,2,27,0,0,0,12,2,4,0,2,0,0,0,14,13,0,3,0,0,0,0,5,1,10,1,3,8,0,5,0,5,6,70,0,18,1,1,5,1,0,3,18,0,12,0,153,2,1,54,4,2,0,6,0,10,4,1,148,79,24,1,34,1,1,0,18,152,0,1,14,3,0,1,1,0,2,1
2016-01-03,6,7,278,137,4,1,16,25,18,11,28,4,42,24,22,5,98,0,2,1,68,8,64,9,8,17,5,5,62,238,2,11,2,3,16,17,12,3,20,38,4,20,24,12,5,5,5,686,3,37,61,24,163,9,2,56,64,1,121,8,346,54,6,333,45,6,8,47,1,53,16,25,484,222,127,1,62,3,2,1,52,585,3,1,57,4,5,15,0,25,39,9
2016-01-10,5,1,286,90,6,1,19,29,17,5,17,9,29,23,32,6,103,0,0,3,83,6,46,4,10,14,2,7,141,208,2,8,3,5,9,18,9,0,3,77,8,11,24,13,13,2,2,559,3,34,29,49,161,14,2,49,68,1,70,13,310,5,17,239,83,9,2,38,0,84,6,10,455,212,123,2,66,2,2,3,18,478,5,8,40,2,15,16,5,32,17,3
2016-01-17,2,8,337,158,2,0,12,46,20,2,30,10,23,32,41,6,102,3,3,8,57,7,59,8,10,10,1,3,130,288,8,4,3,14,4,14,17,9,1,51,3,29,31,9,8,5,3,656,3,22,30,63,118,4,9,38,120,3,62,17,189,21,52,253,194,15,4,37,5,66,6,14,546,203,132,0,81,4,0,0,36,487,3,9,29,5,20,21,1,46,10,11
2016-01-24,1,11,399,87,7,0,12,35,20,0,17,9,33,19,37,3,77,18,2,4,68,2,46,17,1,9,1,16,114,229,5,4,7,42,22,12,17,33,2,33,6,50,25,21,10,5,3,627,0,22,18,92,143,2,2,21,127,3,63,9,165,12,33,191,173,8,5,41,5,72,11,7,405,104,169,1,77,6,4,2,29,488,4,9,17,2,19,19,0,37,16,11
2016-01-31,10,6,411,92,5,2,30,30,21,4,8,9,27,7,39,0,94,33,1,49,72,5,60,25,7,7,0,8,79,156,8,10,14,29,65,16,36,23,5,44,10,27,15,15,10,7,0,465,0,17,18,73,140,1,12,41,117,17,22,28,92,13,12,172,179,12,13,47,2,51,8,2,318,90,160,5,110,3,9,1,30,543,7,9,22,5,9,25,2,52,52,7
2016-02-07,4,11,484,194,1,0,43,45,17,1,6,33,40,19,46,1,90,44,0,159,132,4,53,21,4,6,1,11,65,153,11,3,12,40,3,23,58,11,3,33,26,22,3,21,16,4,1,536,1,25,16,44,85,11,3,44,211,7,34,28,78,6,12,163,230,9,8,31,0,58,8,3,325,107,126,5,126,2,1,0,34,689,11,22,23,3,21,37,4,53,30,7
2016-02-14,7,7,571,157,0,1,53,71,19,0,9,45,43,22,51,1,61,50,1,62,146,5,72,50,4,6,0,42,52,231,15,17,15,24,3,39,76,56,0,30,26,25,21,23,8,11,0,547,0,53,6,72,123,2,1,61,315,9,22,35,53,12,27,170,251,7,32,46,5,74,11,4,294,51,151,5,124,4,8,0,41,931,13,23,43,3,28,42,4,87,22,12
2016-02-21,7,9,727,168,0,0,45,79,13,1,1,60,37,27,51,0,34,28,1,31,129,4,59,34,5,6,0,26,31,203,11,4,37,7,7,36,61,81,1,16,20,40,1,23,4,5,2,468,0,35,7,66,91,7,3,29,335,13,23,26,34,26,29,150,162,17,40,27,3,48,7,4,135,29,135,1,133,4,3,0,22,888,7,13,27,2,17,30,8,114,30,25
2016-02-28,1,2,807,111,1,2,46,69,18,2,4,39,56,23,34,0,46,46,1,42,127,5,76,51,2,9,0,42,31,116,13,10,28,14,3,16,35,93,4,9,3,49,3,7,3,3,1,398,1,52,3,54,83,8,9,6,312,13,12,33,42,23,38,117,117,13,38,62,5,23,8,1,101,22,135,7,120,5,10,0,22,1078,15,26,13,5,26,41,0,139,18,22
2016-03-06,10,4,642,128,2,14,50,57,25,1,1,26,58,20,53,1,34,62,0,61,99,4,95,40,1,3,0,39,13,35,4,8,21,17,2,12,53,121,3,10,9,75,8,4,5,9,0,363,2,80,3,47,63,7,5,12,340,13,17,36,76,19,37,126,86,12,38,82,7,31,7,0,86,16,111,2,109,3,6,0,18,1316,5,19,18,1,26,29,4,142,6,30
2016-03-13,21,2,1012,125,2,7,55,32,28,1,4,41,48,13,68,2,49,42,0,73,145,3,52,14,5,6,0,33,4,60,13,8,13,15,3,9,43,27,7,8,6,56,1,6,6,12,2,361,0,76,1,35,66,5,5,11,303,5,11,32,60,4,36,103,105,14,20,107,1,27,5,0,90,7,132,4,124,3,9,1,23,1600,8,8,36,3,21,38,0,191,17,17
2016-03-20,15,8,755,158,1,10,47,34,24,0,3,42,60,16,83,1,28,17,1,67,127,0,69,34,2,10,0,55,3,20,10,3,10,6,6,15,27,55,1,9,9,44,1,5,3,16,2,373,1,68,1,36,58,2,7,14,314,1,11,29,36,20,29,92,44,18,23,125,5,30,13,2,61,13,149,1,125,0,6,0,17,2006,3,16,48,2,27,37,0,163,20,34
2016-03-27,31,7,438,137,2,32,72,50,34,0,5,29,41,22,82,0,7,30,0,51,150,1,63,13,0,10,0,18,1,16,9,9,16,11,5,16,55,9,4,17,9,35,0,0,11,15,0,352,2,73,1,48,106,4,2,13,257,0,11,55,60,18,25,104,52,14,34,110,7,24,11,3,76,18,187,2,175,2,3,0,27,3216,5,3,29,5,7,35,5,127,10,26
2016-04-03,29,5,606,117,5,38,54,49,33,0,8,16,57,9,129,0,14,58,0,77,198,0,65,14,0,4,0,20,1,16,5,11,15,30,2,23,30,40,3,12,7,25,0,7,21,11,1,267,0,68,1,39,100,5,2,10,231,2,9,35,40,16,12,91,42,16,37,91,8,15,13,0,54,13,189,5,162,2,7,0,23,2991,3,8,14,5,9,49,4,86,8,79
2016-04-10,14,2,582,132,0,33,49,42,29,0,9,9,39,15,125,0,18,38,1,70,80,1,42,8,0,4,0,18,1,38,4,10,7,5,1,27,20,1,11,12,7,24,1,0,16,15,2,411,0,87,0,43,116,14,4,10,202,4,8,36,31,11,17,86,10,30,25,189,14,17,11,0,34,16,224,2,161,2,10,0,20,2894,3,2,12,2,6,42,0,58,9,104
2016-04-17,16,3,438,99,0,1,84,23,46,1,4,12,25,19,75,0,12,46,0,72,23,1,59,6,0,5,0,20,1,29,1,12,14,7,3,20,12,0,4,14,3,17,0,2,14,11,0,273,0,49,1,20,131,10,2,6,108,1,2,23,28,1,27,61,13,11,26,96,6,20,32,2,28,23,194,5,105,1,6,0,28,2330,0,2,9,3,2,56,1,32,8,63
2016-04-24,22,1,346,70,1,3,66,17,30,0,21,6,37,9,91,0,27,13,0,53,14,0,73,2,0,10,0,10,1,31,2,11,6,3,6,15,12,0,6,10,7,29,0,3,8,10,0,234,2,36,0,17,60,19,0,3,133,1,1,18,11,4,10,43,19,13,15,88,8,9,11,4,22,6,177,3,59,0,8,0,29,2291,1,2,5,1,0,76,2,26,10,35
2016-05-01,10,1,232,72,1,3,38,9,9,0,3,4,27,7,78,0,18,0,0,41,12,0,46,4,0,9,0,3,0,25,0,7,1,5,1,21,11,0,4,8,2,19,1,0,3,5,0,222,1,39,0,3,76,12,3,1,80,0,0,8,7,2,10,62,2,6,9,59,18,11,10,0,37,12,99,3,48,2,1,0,11,1357,5,1,2,2,2,55,0,19,11,39
2016-05-08,10,0,328,50,2,4,38,10,9,0,2,1,16,4,45,0,11,0,0,39,5,0,66,3,0,5,0,0,0,12,0,3,2,4,2,14,10,0,1,4,8,1,0,0,2,5,1,244,0,16,0,9,42,17,2,0,42,0,0,3,10,3,11,47,2,7,11,43,9,11,12,0,21,7,119,1,49,1,2,0,7,1283,0,0,1,1,0,26,0,13,7,23
